run_id,timestamp,model,architecture,change_category,change_name,llm_calls,success,total_tokens,final_failure_reason
20260430_115900_pagination_and_envelope,2026-04-30T11:59:39.008174,Meta-Llama-3.1-8B-Instruct,single_agent,medium,pagination_and_envelope,3,False,6720,_main.py::test_get_users - assert 404 == 200 =================================================================== 1 failed in 0.29s ==================================================================== 
20260430_115939_error_paradigm_shift,2026-04-30T12:00:15.605840,Meta-Llama-3.1-8B-Instruct,single_agent,hard,error_paradigm_shift,3,False,6434,:test_get_user_not_found - assert 404 == 200 =================================================================== 1 failed in 0.28s ==================================================================== 
20260430_120015_semantic_split_and_enum,2026-04-30T12:00:56.422872,Meta-Llama-3.1-8B-Instruct,single_agent,hard,semantic_split_and_enum,3,False,6764,ain.py::test_create_user - assert 404 == 200 =================================================================== 1 failed in 0.29s ==================================================================== 
20260430_120056_pagination_and_envelope,2026-04-30T12:01:36.663089,Meta-Llama-3.1-8B-Instruct,single_agent,medium,pagination_and_envelope,3,False,6598,_main.py::test_get_users - assert 404 == 201 =================================================================== 1 failed in 0.28s ==================================================================== 
20260430_120136_error_paradigm_shift,2026-04-30T12:02:11.048961,Meta-Llama-3.1-8B-Instruct,single_agent,hard,error_paradigm_shift,3,False,6068,:test_get_user_not_found - assert 404 == 200 =================================================================== 1 failed in 0.30s ==================================================================== 
20260430_120211_semantic_split_and_enum,2026-04-30T12:02:45.319286,Meta-Llama-3.1-8B-Instruct,single_agent,hard,semantic_split_and_enum,3,False,6085,ain.py::test_create_user - assert 404 == 200 =================================================================== 1 failed in 0.27s ==================================================================== 
20260430_120245_pagination_and_envelope,2026-04-30T12:03:24.020088,Meta-Llama-3.1-8B-Instruct,single_agent,medium,pagination_and_envelope,3,False,6444,_main.py::test_get_users - assert 404 == 200 =================================================================== 1 failed in 0.30s ==================================================================== 
20260430_120324_error_paradigm_shift,2026-04-30T12:04:00.034280,Meta-Llama-3.1-8B-Instruct,single_agent,hard,error_paradigm_shift,3,False,6308,:test_get_user_not_found - assert 404 == 200 =================================================================== 1 failed in 0.28s ==================================================================== 
20260430_120400_semantic_split_and_enum,2026-04-30T12:04:38.330956,Meta-Llama-3.1-8B-Instruct,single_agent,hard,semantic_split_and_enum,3,False,6453,ain.py::test_create_user - assert 404 == 200 =================================================================== 1 failed in 0.28s ==================================================================== 
20260430_120438_pagination_and_envelope,2026-04-30T12:05:13.846151,Meta-Llama-3.1-8B-Instruct,single_agent,medium,pagination_and_envelope,3,False,6240,_main.py::test_get_users - assert 404 == 201 =================================================================== 1 failed in 0.28s ==================================================================== 
20260430_120513_error_paradigm_shift,2026-04-30T12:05:52.899742,Meta-Llama-3.1-8B-Instruct,single_agent,hard,error_paradigm_shift,3,False,6683,:test_get_user_not_found - assert 404 == 200 =================================================================== 1 failed in 0.31s ==================================================================== 
20260430_120552_semantic_split_and_enum,2026-04-30T12:06:29.344232,Meta-Llama-3.1-8B-Instruct,single_agent,hard,semantic_split_and_enum,3,False,6236,ain.py::test_create_user - assert 404 == 200 =================================================================== 1 failed in 0.29s ==================================================================== 
20260430_120839_MAS_pagination_and_envelope_batch_1,2026-04-30T12:09:40.507221,Meta-Llama-3.1-8B-Instruct,multi_agent,medium,pagination_and_envelope,6,False,13610,_main.py::test_get_users - assert 404 == 200 =================================================================== 1 failed in 0.29s ==================================================================== 
20260430_120940_MAS_error_paradigm_shift_batch_1,2026-04-30T12:10:45.974420,Meta-Llama-3.1-8B-Instruct,multi_agent,hard,error_paradigm_shift,6,False,14224,:test_get_user_not_found - assert 404 == 200 =================================================================== 1 failed in 0.27s ==================================================================== 
20260430_121045_MAS_semantic_split_and_enum_batch_1,2026-04-30T12:11:43.460220,Meta-Llama-3.1-8B-Instruct,multi_agent,hard,semantic_split_and_enum,6,False,12822,ssert 'Not Found' == 'Last name is required' =================================================================== 1 failed in 0.29s ==================================================================== 
20260430_121143_MAS_pagination_and_envelope_batch_2,2026-04-30T12:12:45.650614,Meta-Llama-3.1-8B-Instruct,multi_agent,medium,pagination_and_envelope,6,False,13093,_main.py::test_get_users - assert 404 == 200 =================================================================== 1 failed in 0.28s ==================================================================== 
20260430_121245_MAS_error_paradigm_shift_batch_2,2026-04-30T12:13:44.314555,Meta-Llama-3.1-8B-Instruct,multi_agent,hard,error_paradigm_shift,6,False,13029,:test_get_user_not_found - assert 404 == 200 =================================================================== 1 failed in 0.28s ==================================================================== 
20260430_121344_MAS_semantic_split_and_enum_batch_2,2026-04-30T12:14:58.695217,Meta-Llama-3.1-8B-Instruct,multi_agent,hard,semantic_split_and_enum,6,False,15441,rror: assert 'Not Found' == 'User not found' =================================================================== 1 failed in 0.31s ==================================================================== 
20260430_121458_MAS_pagination_and_envelope_batch_3,2026-04-30T12:15:56.066108,Meta-Llama-3.1-8B-Instruct,multi_agent,medium,pagination_and_envelope,6,False,12445,_main.py::test_get_users - assert 404 == 200 =================================================================== 1 failed in 0.31s ==================================================================== 
20260430_121556_MAS_error_paradigm_shift_batch_3,2026-04-30T12:16:49.876438,Meta-Llama-3.1-8B-Instruct,multi_agent,hard,error_paradigm_shift,6,False,12187,py::test_get_user_not_found - KeyError: 'id' =================================================================== 1 failed in 0.30s ==================================================================== 
20260430_121649_MAS_semantic_split_and_enum_batch_3,2026-04-30T12:17:56.525971,Meta-Llama-3.1-8B-Instruct,multi_agent,hard,semantic_split_and_enum,6,False,14244,ain.py::test_create_user - assert 404 == 200 =================================================================== 1 failed in 0.29s ==================================================================== 
20260430_121756_MAS_pagination_and_envelope_batch_4,2026-04-30T12:18:49.256653,Meta-Llama-3.1-8B-Instruct,multi_agent,medium,pagination_and_envelope,6,False,11635,_main.py::test_get_users - assert 404 == 200 =================================================================== 1 failed in 0.28s ==================================================================== 
20260430_121849_MAS_error_paradigm_shift_batch_4,2026-04-30T12:19:50.002806,Meta-Llama-3.1-8B-Instruct,multi_agent,hard,error_paradigm_shift,6,False,13265,rror: assert 'Not Found' == 'User not found' =================================================================== 1 failed in 0.28s ==================================================================== 
20260430_121950_MAS_semantic_split_and_enum_batch_4,2026-04-30T12:21:00.838847,Meta-Llama-3.1-8B-Instruct,multi_agent,hard,semantic_split_and_enum,6,False,14935,ain.py::test_create_user - assert 404 == 200 =================================================================== 1 failed in 0.29s ==================================================================== 
20260430_122100_MAS_pagination_and_envelope_batch_5,2026-04-30T12:22:14.747223,Meta-Llama-3.1-8B-Instruct,multi_agent,medium,pagination_and_envelope,6,False,14859,n in 0.21s ================================================================== ERROR: not found: /home/jovyan/ai-agent-thesis/test_main.py::test_get_users (no match in any of [<Module test_main.py>])  
20260430_122214_MAS_error_paradigm_shift_batch_5,2026-04-30T12:23:10.778963,Meta-Llama-3.1-8B-Instruct,multi_agent,hard,error_paradigm_shift,6,False,12712,rror: assert 'Not Found' == 'User not found' =================================================================== 1 failed in 0.27s ==================================================================== 
20260430_122310_MAS_semantic_split_and_enum_batch_5,2026-04-30T12:24:19.320868,Meta-Llama-3.1-8B-Instruct,multi_agent,hard,semantic_split_and_enum,6,False,14542,rror: assert 'Not Found' == 'User not found' =================================================================== 1 failed in 0.29s ==================================================================== 
